fileIndex, machine, material, volume (cc),  NBuilds, NperBuild, scanningBuildRate (cc/hr),  totalScanLength_cm, total cost, cost per cc, N
1,m100,Ti6Al4V,29.098943168482993,1,1.0, 3.14004,4.6222218736524265e6,339.94318,11.682320549793886,1.0
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,413.53029,14.211178990293197,1.009
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,411.68206,14.147663513167583,1.018
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,409.86622,14.085261257646897,1.027
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,408.08193,14.023943211198961,1.036
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,406.32837,13.963681360766401,1.045
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,404.60476,13.90444865009455,1.054
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,402.91034,13.846218939227109,1.063
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,401.24437,13.788966966042146,1.072
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,399.60613,13.732668309709478,1.081
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,397.99496,13.67729935595845,1.09
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,396.41017,13.622837264052293,1.099
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,394.85112,13.569259935372054,1.108
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,393.3172,13.516545983519249,1.117
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,391.8078,13.464674705852367,1.126
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,390.32234,13.41362605637756,1.135
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,388.86025,13.363380619918962,1.144
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,387.42099,13.313919587498749,1.153
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,386.00402,13.265224732861293,1.162
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,384.60883,13.217278390079917,1.171
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,383.23493,13.170063432188432,1.18
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,381.88182,13.123563250783103,1.189
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,380.54905,13.077761736544135,1.198
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,379.23615,13.03264326062853,1.207
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,377.94268,12.988192656889314,1.216
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,376.66822,12.944395204878504,1.225
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,375.41235,12.901236613593948,1.234
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,374.17467,12.858703005932176,1.243
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,372.95478,12.816780903811871,1.252
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,371.7523,12.77545721393436,1.261
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,370.56687,12.734719214149596,1.27
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,369.39812,12.694554540397773,1.279
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,368.24571,12.65495117419838,1.288
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,367.10928,12.615897430660203,1.297
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,365.98852,12.577381946987018,1.306
1,m100,Ti6Al4V,29.098943168482993,2.0,1.0, 3.14004,4.6222218736524265e6,364.8831,12.539393671455368,1.315
